Datetime,Text,TweetID,username,geo
2020-04-30 22:49:29+00:00,(Pic taken prior to the Circuit Breaker). The shape does resemble some creature when viewed from a distance. Here's to a long May Day weekend! #GardensbytheBayEast #kilogrammerz #timeoutSG #visitSingapore… https://www.instagram.com/p/B_n1NkuhUub/?igshid=zo2f0m63u2el,1255992698986627075,ykl69,
2020-04-30 18:35:14+00:00,"A few of my home cooked meals during circuit breaker...fried kuey kuey tiao, beef brisket in tomato soup, fried mee tai mak, cabbage and fish maw soup and many others...guess CB makes us… https://www.instagram.com/p/B_m7c7LJpke6Z1RI8TfvmQnbaWQXwjZUKctaKU0/?igshid=ynz69zy9bsd7",1255928714094878720,magkoh1805,
2020-04-30 18:07:05+00:00,Mcdonalds circuit breaker song? Sounds like an idea,1255921630234042368,syxi94,
2020-04-30 17:52:54+00:00,that engagement shoot juuuuuuust before the circuit breaker. this couple really got lucky 🌸 ,1255918060319305728,nasrulljarlani,
2020-04-30 17:38:30+00:00,i miss all these. i hope all these couples are doing well in this circuit breaker period. 💜💜 ,1255914438005157889,nasrulljarlani,
2020-04-30 17:19:22+00:00,matapos lang tong Circuit Breaker lintek mag mumukbang ako ng Korean BBQ 😋😋,1255909621362855937,maryaamatakaw,
2020-04-30 16:25:28+00:00,Habis circuit breaker la nanti balik makan dengan bae,1255896058091061250,AdammaOsman,
2020-04-30 16:21:00+00:00,i realized i didnt buy a gift to myself on my birthday. should get one after this circuit breaker 🤪,1255894934114103296,_annegilotomas,
2020-04-30 16:19:53+00:00,circuit breaker making me smoke like mad,1255894654685339651,staciachang,
2020-04-30 15:58:48+00:00,"hais im really2 sorryy tauu sayang , i mean honestly alahais i knw tht the circuitbreaker affects us alot sbb we cant meet up and spend alot of time tgt :((( , but im sorry if i couldnt stay very strng sbb mcm i let it affect me alottt and allow it to messed up my feelings",1255889346512609280,purefreshhh,
2020-04-30 15:16:35+00:00,"• Brunchie Munchie • Never thought of how hard it is for my mom to struggle with the food menu when i was growing up, this #CircuitBreaker is really an eye opener for me! Don’t know what else to cook plus lack of… https://www.instagram.com/p/B_nBYXOnqtb/?igshid=14jd5p6lon6qc",1255878724052017154,FlonaHakim,
2020-04-30 14:56:14+00:00,"Due to Circuit Breaker extension in SG, we have scheduled more Virtual training sessions including our #WSQ Series. Check out details here: http://bcpasia.com/virtualtrainin… Any enquiries, drop us an email at enquiry@bcpasia.com #virtualtraining #businesscontinuity #onlinetraining",1255873602676600832,henryee,
2020-04-30 13:51:42+00:00,Sushiro is available for takeaway and delivery! Just nice as I've a sudden craving for sushi which seldom happens haha 😄 🍣 #pinkypiggustayhome #wfh #covid19 #circuitbreaker #stayhome #fooddelivery #fooddeliverysg… https://www.instagram.com/p/B_m0EGNprPD/?igshid=1nt73542r1c9l,1255857361140490241,pinkypiggu,
2020-04-30 13:39:26+00:00,Highlight of dinner on Day 24 of Singapore Circuit Breaker: Baked Stuffed Portebello mushrooms with tuna and tomatoes topped with cheese! @Singapore https://www.instagram.com/p/B_mwMFMj7Go/?igshid=fp1688tbs04n,1255854273541345280,fireopal82,
2020-04-30 13:12:12+00:00,Drooling.. some cha ca la vong with seafood and fish made by Chef Shih during circuit breaker. So delicious! 😋😋😋 #circuitbreaker #chacalavong @Singapore https://www.instagram.com/p/B_mzJdFnG-D/?igshid=1tpewt5ek0ysy,1255847420577165318,PalateSingapore,
2020-04-30 13:10:02+00:00,Selfies nowadays be like.... #facemaskselfie #circuitbreaker #essentialtrip @Singapore https://www.instagram.com/p/B_my5qCn93T/?igshid=1evue7vc8dpt5,1255846877528051712,alexischeong,
2020-04-30 12:00:56+00:00,"Circuit Breaker Day 24. We decided to have food delivery (Spicy tenders, garlicky tender, squid and leek pancake) from chirchirsg for dinner. @Chir Chir Chicken https://www.instagram.com/p/B_mq_adnYmx/?igshid=4jqzs9nreuur",1255829485125021698,milsonng,
2020-04-30 11:13:00+00:00,"Starting to miss the pre #CircuitBreaker days. Also, we are adding one more car to our Fleet. Take a guess what car that will be. Where will you be driving to when this… https://www.instagram.com/p/B_mlgcBHKkZ/?igshid=1feevwt069prs",1255817425573969920,x3lilNinJA,
2020-04-30 11:12:03+00:00,"Day 24 of #circuitbreaker. 30 minutes easy run before the long weekend. When I was running, I can hear @PFliyana said - stop after 30 minutes. 😱",1255817185382940672,kclee1987,
2020-04-30 10:59:51+00:00,should be the last week of circuit breaker already but they decided to pull out the +4 card 😭,1255814113038483456,Mdazraei,
2020-04-30 09:39:13+00:00,"ingatkan musim circuit breaker ni makin jimat...rupanya tetiba banyak pulak ""add to chart""😂😂😂",1255793824615395328,apisshim,
2020-04-30 08:34:12+00:00,WFH music #circuitbreaker ,1255777459036762112,mrbranch,
2020-04-30 08:13:17+00:00,It’s pouring heavily in Singapore. Don’t let the bad weather dampen you. Never give up! #itsraining #badweather #cat1 #circuitbreaker #circuitbreakersg #dw6900 #dw6900mf #dw6900mf2 #wotd #womw #thewrongwrist… https://www.instagram.com/p/B_mQ8HVHKLC/?igshid=139nrilbqmwuj,1255772196703809541,pezer69,
2020-04-30 07:45:19+00:00,has the circuit breaker caused people to stop using their brains or what?,1255765158464327681,THELEGENDRAPH,
2020-04-30 07:31:51+00:00,"While the missus is conjuring new dishes every other day, my mom prepared one of her 拿手好菜 - 老鼠粉! Never sick of this dish! . • . • . #ikphoto #stayhome #circuitbreaker #shotoniphone #shotoniphone11promax #food… https://www.instagram.com/p/B_mMMi9HDGh/?igshid=bbyr2w5kktse",1255761768095404033,ikuan,
2020-04-30 07:24:58+00:00,Fantastic session this morning! Community Connections with the Counseling Team: Navigating the #CircuitBreaker We have the best parent community! ❤️🇸🇬 #parenting #compassion #virtuallearning #cognitaway #SAISrocks @isabel_pacios @carlosejc79,1255760038980804608,MsDayinMS,
2020-04-30 06:28:00+00:00,Stir fried bamboo charcoal noodles on Day 24 of Singapore Circuit Breaker! @Singapore https://www.instagram.com/p/B_l4_5YjDDN/?igshid=1k8jiezuwsqyw,1255745702191382528,fireopal82,
2020-04-30 06:08:03+00:00,1 more month #circuitbreaker,1255740681168904192,mariel_agnas,
